Monomer_Length_in_Main_Chain,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MaxPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,PEOE_VSA10,PEOE_VSA11,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA6,EState_VSA8,EState_VSA9,VSA_EState3,VSA_EState4,VSA_EState7,FractionCSP3,NHOHCount,NumAliphaticHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_OH,fr_NH0,fr_Ndealkylation1,fr_Ndealkylation2,fr_bicyclic,fr_ether,fr_lactone,fr_piperdine,Sequence_LogP_Avg,Molecule_Shape_Circle,Sequence_TPSA_Mean,Sequence_TPSA_Median,Sequence_TPSA_Std,Sequence_TPSA_Min,Sequence_TPSA_Max,Ipc_Normalized
6,16.47096161,1.787264072,0.342960076,0.245461198,0.342504271,0.88,6.16e-16,-0.249287767,-2.82e-16,-2.716067706,-2.87485158,-2.42e-16,-1.135669966,3.631604269,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,57.57185936,-7.879370495,-2.719878124,-42.5788625,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.2685512367491165e-80
6,16.47096161,1.787264072,0.342960076,0.245461198,0.342504271,0.88,6.16e-16,-0.249287767,-2.82e-16,-2.716067706,-2.87485158,-2.42e-16,-1.135669966,3.631604269,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,57.57185936,-7.879370495,-2.719878124,-42.5788625,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.2685512367491165e-80
6,16.43334883,1.79258685,0.342960076,0.24546108,0.342755981,0.88,4.33e-16,-0.249287767,-2.34e-16,-2.711763588,-2.875082168,-1.3e-16,-1.135355024,3.633089522,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,61.72521855,-7.931866269,-2.73103746,-42.71206182,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.0141342756183746e-80
6,16.49233093,1.776529974,0.342960076,0.245555442,0.342747938,0.88,3.91e-16,-0.249287767,-2.54e-16,-2.719570646,-2.874784176,-1.36e-16,-1.135757397,3.629669453,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,58.98370144,-7.822715294,-2.699304351,-42.66106736,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.992932862190813e-81
6,16.43334883,1.79258685,0.342960076,0.24546108,0.342755981,0.88,4.33e-16,-0.249287767,-2.34e-16,-2.711763588,-2.875082168,-1.3e-16,-1.135355024,3.633089522,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,61.72521855,-7.931866269,-2.73103746,-42.71206182,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.0141342756183746e-80
6,16.47096161,1.787264072,0.342960076,0.245461198,0.342504271,0.88,6.16e-16,-0.249287767,-2.82e-16,-2.716067706,-2.87485158,-2.42e-16,-1.135669966,3.631604269,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,57.57185936,-7.879370495,-2.719878124,-42.5788625,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.2685512367491165e-80
6,16.43334883,1.79258685,0.342960076,0.24546108,0.342755981,0.88,4.33e-16,-0.249287767,-2.34e-16,-2.711763588,-2.875082168,-1.3e-16,-1.135355024,3.633089522,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,61.72521855,-7.931866269,-2.73103746,-42.71206182,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.0141342756183746e-80
6,16.47096161,1.787264072,0.342960076,0.245461198,0.342504271,0.88,6.16e-16,-0.249287767,-2.82e-16,-2.716067706,-2.87485158,-2.42e-16,-1.135669966,3.631604269,3786.141133,30.08946234,4.235526235,0.0,78.17533836,61.48287396,88.0266062,22.94596236,35.44307838,0.0,17.68187306,26.46640595,0.0,57.57185936,-7.879370495,-2.719878124,-42.5788625,0.684210526,3,2,2,3,2.892,0,3,1,0,1,0,0,0,0.7704999999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,1.2685512367491165e-80
6,16.66261154,1.814982683,0.382619572,0.245555563,0.342747938,0.862745098,2.81e-16,-0.249287767,-2.57e-16,-2.721915374,-2.869153619,-1.43e-16,-1.13575754,3.723422267,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.363806338,-2.764167391,-43.44677178,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,2.392226148409894e-79
6,16.60362944,1.825716781,0.382619572,0.245461199,0.34249608,0.862745098,4.76e-16,-0.249287767,-2.69e-16,-2.718698174,-2.869077896,-1.99e-16,-1.135673996,3.723085803,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.462479732,-2.784741164,-43.36456691,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,3.9222614840989407e-79
6,16.73931475,1.809659905,0.382619572,0.245555443,0.342504271,0.862745098,3.74e-16,-0.249287767,-2.56e-16,-2.727862263,-2.870678748,-1.04e-16,-1.136010717,3.724478304,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.216345285,-2.753008055,-43.31357245,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,6.713780918727916e-79
6,16.73931475,1.809659905,0.382619572,0.245555443,0.342504271,0.862745098,3.74e-16,-0.249287767,-2.56e-16,-2.727862263,-2.870678748,-1.04e-16,-1.136010717,3.724478304,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.216345285,-2.753008055,-43.31357245,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,6.713780918727916e-79
6,16.66261154,1.814982683,0.382619572,0.245555563,0.342747938,0.862745098,2.81e-16,-0.249287767,-2.57e-16,-2.721915374,-2.869153619,-1.43e-16,-1.13575754,3.723422267,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.363806338,-2.764167391,-43.44677178,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,2.392226148409894e-79
6,16.60362944,1.825716781,0.382619572,0.245461199,0.34249608,0.862745098,4.76e-16,-0.249287767,-2.69e-16,-2.718698174,-2.869077896,-1.99e-16,-1.135673996,3.723085803,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.462479732,-2.784741164,-43.36456691,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,3.9222614840989407e-79
6,16.73931475,1.809659905,0.382619572,0.245555443,0.342504271,0.862745098,3.74e-16,-0.249287767,-2.56e-16,-2.727862263,-2.870678748,-1.04e-16,-1.136010717,3.724478304,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.216345285,-2.753008055,-43.31357245,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,6.713780918727916e-79
6,16.60362944,1.825716781,0.382619572,0.245461199,0.34249608,0.862745098,4.76e-16,-0.249287767,-2.69e-16,-2.718698174,-2.869077896,-1.99e-16,-1.135673996,3.723085803,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.462479732,-2.784741164,-43.36456691,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,3.9222614840989407e-79
6,16.40452346,1.688940898,0.344620328,0.245647131,0.342755981,0.807692308,2.03e-15,-0.249287767,-1.98e-16,-2.70423563,-2.868146658,5.34e-18,-1.13535389,2.898949526,3956.913332,24.07156987,4.235526235,0.0,94.68364766,54.77944286,71.09853631,40.40889049,35.44307838,0.0,11.78791537,25.98743874,0.0,54.87142577,-7.448290874,-5.079441915,-35.25893192,0.55,3,2,2,4,3.0477,0,3,0,0,1,0,0,0,0.7964499999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,5.936395759717315e-81
6,16.47928506,1.695360896,0.344620328,0.2454612,0.342747538,0.826923077,1.27e-15,-0.249287762,-2.06e-16,-2.69379069,-2.867850315,-3.45e-17,-1.134655843,2.902675896,3956.913332,24.07156987,4.235526235,0.0,94.68364766,54.77944286,71.09853631,40.40889049,35.44307838,0.0,11.78791537,25.98743874,0.0,54.87142577,-7.3957951,-5.173390027,-35.19507191,0.55,3,2,2,4,3.0477,0,3,0,0,1,0,0,0,0.7964499999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,2.734982332155477e-82
6,16.66261154,1.814982683,0.382619572,0.245555563,0.342747938,0.862745098,2.81e-16,-0.249287767,-2.57e-16,-2.721915374,-2.869153619,-1.43e-16,-1.13575754,3.723422267,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.363806338,-2.764167391,-43.44677178,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,2.392226148409894e-79
6,16.73931475,1.809659905,0.382619572,0.245555443,0.342504271,0.862745098,3.74e-16,-0.249287767,-2.56e-16,-2.727862263,-2.870678748,-1.04e-16,-1.136010717,3.724478304,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.216345285,-2.753008055,-43.31357245,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,6.713780918727916e-79
6,16.60362944,1.825716781,0.382619572,0.245461199,0.34249608,0.862745098,4.76e-16,-0.249287767,-2.69e-16,-2.718698174,-2.869077896,-1.99e-16,-1.135673996,3.723085803,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.462479732,-2.784741164,-43.36456691,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,3.9222614840989407e-79
6,16.60362944,1.825716781,0.382619572,0.245461199,0.34249608,0.862745098,4.76e-16,-0.249287767,-2.69e-16,-2.718698174,-2.869077896,-1.99e-16,-1.135673996,3.723085803,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.462479732,-2.784741164,-43.36456691,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,3.9222614840989407e-79
6,16.43827859,1.713238932,0.344620328,0.245461079,0.342747692,0.826923077,2e-15,-0.249287762,-2.41e-16,-2.694904439,-2.868936614,-1.47e-17,-1.134690987,2.901489172,3956.913332,30.56842956,4.235526235,0.0,94.68364766,54.77944286,71.09853631,33.91203081,35.44307838,0.0,11.78791537,25.98743874,0.0,53.45958369,-7.414723833,-5.226286027,-35.07381466,0.55,3,2,2,4,3.0477,0,3,0,0,1,0,0,0,0.7964499999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,2.3215547703180215e-81
6,16.43827859,1.713238932,0.344620328,0.245461079,0.342747692,0.826923077,2e-15,-0.249287762,-2.41e-16,-2.694904439,-2.868936614,-1.47e-17,-1.134690987,2.901489172,3956.913332,30.56842956,4.235526235,0.0,94.68364766,54.77944286,71.09853631,33.91203081,35.44307838,0.0,11.78791537,25.98743874,0.0,53.45958369,-7.414723833,-5.226286027,-35.07381466,0.55,3,2,2,4,3.0477,0,3,0,0,1,0,0,0,0.7964499999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,2.3215547703180215e-81
6,16.40452346,1.688940898,0.344620328,0.245647131,0.342755981,0.807692308,2.03e-15,-0.249287767,-1.98e-16,-2.70423563,-2.868146658,5.34e-18,-1.13535389,2.898949526,3956.913332,24.07156987,4.235526235,0.0,94.68364766,54.77944286,71.09853631,40.40889049,35.44307838,0.0,11.78791537,25.98743874,0.0,54.87142577,-7.448290874,-5.079441915,-35.25893192,0.55,3,2,2,4,3.0477,0,3,0,0,1,0,0,0,0.7964499999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,5.936395759717315e-81
6,16.40452346,1.688940898,0.344620328,0.245647131,0.342755981,0.807692308,2.03e-15,-0.249287767,-1.98e-16,-2.70423563,-2.868146658,5.34e-18,-1.13535389,2.898949526,3956.913332,24.07156987,4.235526235,0.0,94.68364766,54.77944286,71.09853631,40.40889049,35.44307838,0.0,11.78791537,25.98743874,0.0,54.87142577,-7.448290874,-5.079441915,-35.25893192,0.55,3,2,2,4,3.0477,0,3,0,0,1,0,0,0,0.7964499999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,5.936395759717315e-81
6,16.60362944,1.825716781,0.382619572,0.245461199,0.34249608,0.862745098,4.76e-16,-0.249287767,-2.69e-16,-2.718698174,-2.869077896,-1.99e-16,-1.135673996,3.723085803,3892.580625,30.08946234,2.823684157,0.0,78.17533836,61.48287396,99.11470877,22.94596236,35.44307838,0.0,17.68187306,33.44223285,0.0,61.68413503,-5.462479732,-2.784741164,-43.36456691,0.692307692,2,2,2,3,3.2342,0,4,2,0,1,0,0,0,0.8275333333333332,1,23.24,20.31,4.14364573775317,20.31,29.1,3.9222614840989407e-79
6,16.40452346,1.688940898,0.344620328,0.245647131,0.342755981,0.807692308,2.03e-15,-0.249287767,-1.98e-16,-2.70423563,-2.868146658,5.34e-18,-1.13535389,2.898949526,3956.913332,24.07156987,4.235526235,0.0,94.68364766,54.77944286,71.09853631,40.40889049,35.44307838,0.0,11.78791537,25.98743874,0.0,54.87142577,-7.448290874,-5.079441915,-35.25893192,0.55,3,2,2,4,3.0477,0,3,0,0,1,0,0,0,0.7964499999999997,1,24.705,24.705,4.395000000000001,20.31,29.1,5.936395759717315e-81
6,16.82640152,1.848112614,0.393037016,0.245555564,0.342180363,0.846153846,6.11e-16,-0.249287767,-2.75e-16,-2.729320753,-2.864082506,-1.4e-16,-1.136011132,3.814858733,3999.420898,30.08946234,1.411842078,0.0,78.17533836,61.48287396,110.2028113,22.94596236,35.44307838,0.0,17.68187306,40.41805975,0.0,65.7964107,-2.6944198,-2.817871095,-44.09927687,0.7,1,2,2,3,3.5764,0,5,3,0,1,0,0,0,0.8845666666666666,1,21.775000000000002,20.31,3.2758395870371926,20.31,29.1,1.6395759717314488e-77
6,16.82640152,1.848112614,0.393037016,0.245555564,0.342180363,0.846153846,6.11e-16,-0.249287767,-2.75e-16,-2.729320753,-2.864082506,-1.4e-16,-1.136011132,3.814858733,3999.420898,30.08946234,1.411842078,0.0,78.17533836,61.48287396,110.2028113,22.94596236,35.44307838,0.0,17.68187306,40.41805975,0.0,65.7964107,-2.6944198,-2.817871095,-44.09927687,0.7,1,2,2,3,3.5764,0,5,3,0,1,0,0,0,0.8845666666666666,1,21.775000000000002,20.31,3.2758395870371926,20.31,29.1,1.6395759717314488e-77
6,16.82640152,1.848112614,0.393037016,0.245555564,0.342180363,0.846153846,6.11e-16,-0.249287767,-2.75e-16,-2.729320753,-2.864082506,-1.4e-16,-1.136011132,3.814858733,3999.420898,30.08946234,1.411842078,0.0,78.17533836,61.48287396,110.2028113,22.94596236,35.44307838,0.0,17.68187306,40.41805975,0.0,65.7964107,-2.6944198,-2.817871095,-44.09927687,0.7,1,2,2,3,3.5764,0,5,3,0,1,0,0,0,0.8845666666666666,1,21.775000000000002,20.31,3.2758395870371926,20.31,29.1,1.6395759717314488e-77
6,16.75494526,1.75838356,0.384650707,0.245643008,0.342504272,0.849056604,1.56e-15,-0.249287762,-2.33e-16,-2.707731414,-2.86565357,-2.28e-17,-1.134991159,2.978756245,4064.068063,30.56842956,2.823684157,0.0,94.68364766,54.77944286,82.18663888,33.91203081,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-4.979895591,-5.359709119,-35.62706912,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,2.3074204946996467e-80
6,16.48693614,1.708894537,0.384650707,0.245647131,0.34249608,0.867924528,1.55e-15,-0.249287767,-2.2e-16,-2.714738394,-2.860105236,3.39e-17,-1.135661542,2.970257984,4064.068063,24.07156987,2.823684157,0.0,94.68364766,54.77944286,82.18663888,40.40889049,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-5.064696411,-5.161976678,-35.86430375,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,7.597173144876325e-80
6,16.52554462,1.742069991,0.384650707,0.24546108,0.342747692,0.867924528,1.21e-15,-0.249287762,-1.57e-16,-2.704808789,-2.862368178,8.22e-17,-1.134999132,2.974121417,4064.068063,30.56842956,2.823684157,0.0,94.68364766,54.77944286,82.18663888,33.91203081,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-5.106472497,-5.336293696,-35.77922394,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,7.102473498233216e-80
6,16.82640152,1.848112614,0.393037016,0.245555564,0.342180363,0.846153846,6.11e-16,-0.249287767,-2.75e-16,-2.729320753,-2.864082506,-1.4e-16,-1.136011132,3.814858733,3999.420898,30.08946234,1.411842078,0.0,78.17533836,61.48287396,110.2028113,22.94596236,35.44307838,0.0,17.68187306,40.41805975,0.0,65.7964107,-2.6944198,-2.817871095,-44.09927687,0.7,1,2,2,3,3.5764,0,5,3,0,1,0,0,0,0.8845666666666666,1,21.775000000000002,20.31,3.2758395870371926,20.31,29.1,1.6395759717314488e-77
6,16.82640152,1.848112614,0.393037016,0.245555564,0.342180363,0.846153846,6.11e-16,-0.249287767,-2.75e-16,-2.729320753,-2.864082506,-1.4e-16,-1.136011132,3.814858733,3999.420898,30.08946234,1.411842078,0.0,78.17533836,61.48287396,110.2028113,22.94596236,35.44307838,0.0,17.68187306,40.41805975,0.0,65.7964107,-2.6944198,-2.817871095,-44.09927687,0.7,1,2,2,3,3.5764,0,5,3,0,1,0,0,0,0.8845666666666666,1,21.775000000000002,20.31,3.2758395870371926,20.31,29.1,1.6395759717314488e-77
6,16.41922006,1.71735779,0.294527055,0.245461079,0.350730367,0.830188679,1.09e-15,-0.249287762,-1.87e-16,-2.692746358,-2.86472017,-8.29e-17,-1.134687977,2.9103083,4073.577838,24.07156987,5.647368313,0.0,94.68364766,61.15236776,82.47552822,29.79975514,35.44307838,0.0,11.78791537,19.49057905,0.0,54.87142577,-9.92606018,-5.270253413,-47.37382831,0.56097561,4,2,2,4,3.1365,0,2,0,0,1,0,0,0,0.8112499999999997,1,26.169999999999998,29.1,4.14364573775317,20.31,29.1,3.392226148409894e-80
6,16.48693614,1.708894537,0.384650707,0.245647131,0.34249608,0.867924528,1.55e-15,-0.249287767,-2.2e-16,-2.714738394,-2.860105236,3.39e-17,-1.135661542,2.970257984,4064.068063,24.07156987,2.823684157,0.0,94.68364766,54.77944286,82.18663888,40.40889049,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-5.064696411,-5.161976678,-35.86430375,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,7.597173144876325e-80
6,16.52554462,1.742069991,0.384650707,0.24546108,0.342747692,0.867924528,1.21e-15,-0.249287762,-1.57e-16,-2.704808789,-2.862368178,8.22e-17,-1.134999132,2.974121417,4064.068063,30.56842956,2.823684157,0.0,94.68364766,54.77944286,82.18663888,33.91203081,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-5.106472497,-5.336293696,-35.77922394,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,7.102473498233216e-80
6,16.52554462,1.742069991,0.384650707,0.24546108,0.342747692,0.867924528,1.21e-15,-0.249287762,-1.57e-16,-2.704808789,-2.862368178,8.22e-17,-1.134999132,2.974121417,4064.068063,30.56842956,2.823684157,0.0,94.68364766,54.77944286,82.18663888,33.91203081,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-5.106472497,-5.336293696,-35.77922394,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,7.102473498233216e-80
6,16.67093498,1.717771957,0.384650707,0.245647132,0.342747938,0.830188679,1.86e-15,-0.249287767,-1.87e-16,-2.718508865,-2.86011802,-1.55e-17,-1.13575604,2.973917029,4064.068063,24.07156987,2.823684157,0.0,94.68364766,54.77944286,82.18663888,40.40889049,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-4.970469805,-5.157716474,-35.93816667,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,2.9010600706713785e-79
6,16.67093498,1.717771957,0.384650707,0.245647132,0.342747938,0.830188679,1.86e-15,-0.249287767,-1.87e-16,-2.718508865,-2.86011802,-1.55e-17,-1.13575604,2.973917029,4064.068063,24.07156987,2.823684157,0.0,94.68364766,54.77944286,82.18663888,40.40889049,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-4.970469805,-5.157716474,-35.93816667,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,2.9010600706713785e-79
6,16.41922006,1.71735779,0.294527055,0.245461079,0.350730367,0.830188679,1.09e-15,-0.249287762,-1.87e-16,-2.692746358,-2.86472017,-8.29e-17,-1.134687977,2.9103083,4073.577838,24.07156987,5.647368313,0.0,94.68364766,61.15236776,82.47552822,29.79975514,35.44307838,0.0,11.78791537,19.49057905,0.0,54.87142577,-9.92606018,-5.270253413,-47.37382831,0.56097561,4,2,2,4,3.1365,0,2,0,0,1,0,0,0,0.8112499999999997,1,26.169999999999998,29.1,4.14364573775317,20.31,29.1,3.392226148409894e-80
6,16.67093498,1.717771957,0.384650707,0.245647132,0.342747938,0.830188679,1.86e-15,-0.249287767,-1.87e-16,-2.718508865,-2.86011802,-1.55e-17,-1.13575604,2.973917029,4064.068063,24.07156987,2.823684157,0.0,94.68364766,54.77944286,82.18663888,40.40889049,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-4.970469805,-5.157716474,-35.93816667,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,2.9010600706713785e-79
6,16.52554462,1.742069991,0.384650707,0.24546108,0.342747692,0.867924528,1.21e-15,-0.249287762,-1.57e-16,-2.704808789,-2.862368178,8.22e-17,-1.134999132,2.974121417,4064.068063,30.56842956,2.823684157,0.0,94.68364766,54.77944286,82.18663888,33.91203081,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-5.106472497,-5.336293696,-35.77922394,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,7.102473498233216e-80
6,16.48693614,1.708894537,0.384650707,0.245647131,0.34249608,0.867924528,1.55e-15,-0.249287767,-2.2e-16,-2.714738394,-2.860105236,3.39e-17,-1.135661542,2.970257984,4064.068063,24.07156987,2.823684157,0.0,94.68364766,54.77944286,82.18663888,40.40889049,35.44307838,0.0,11.78791537,32.96326564,0.0,54.83034225,-5.064696411,-5.161976678,-35.86430375,0.56097561,2,2,2,4,3.3899,0,4,1,0,1,0,0,0,0.8534833333333331,1,23.24,20.31,4.14364573775317,20.31,29.1,7.597173144876325e-80
6,16.55188788,1.746188849,0.339695952,0.24546108,0.350730367,0.87037037,1.15e-15,-0.249287763,-1.87e-16,-2.701968456,-2.861255664,-2.84e-17,-1.134991935,2.981908247,4181.115173,24.07156987,4.235526235,0.0,94.68364766,61.15236776,93.56363079,29.79975514,35.44307838,0.0,11.78791537,26.46640595,0.0,54.83034225,-7.628830785,-5.380261082,-48.23808505,0.571428571,3,2,2,4,3.4787,0,3,1,0,1,0,0,0,0.8682833333333332,1,24.705,24.705,4.395000000000001,20.31,29.1,2.3392226148409893e-78
6,16.84203203,1.787214619,0.395020674,0.245643008,0.342180363,0.833333333,1.49e-15,-0.249287762,-1.93e-16,-2.711223678,-2.858211679,9.14e-17,-1.135206497,3.048642171,4171.605398,30.56842956,1.411842078,0.0,94.68364766,54.77944286,93.27474145,33.91203081,35.44307838,0.0,11.78791537,39.93909254,0.0,58.94261792,-2.608627726,-5.469716787,-36.3324784,0.571428571,1,2,2,4,3.7321,0,5,2,0,1,0,0,0,0.9105166666666666,1,21.775000000000002,20.31,3.2758395870371926,20.31,29.1,1.9505300353356892e-79
